system:index,EVI,GID_3,LST_mean,NAME_3,NDDI,NDVI,OSAVI,SOC,SoilMoisture,agri_area_m2,cec,clay,elevation_m,is_cropland,lat,lon,pH,period_end,period_start,precip_sum,sand,silt,.geo
63_00000000000000000009_0,0.215418243,IDN.9.12.10_1,35.72090909,Haurgeulis,-0.033998734,0.202002142,0.18008985,4.9,16.8142,4.70E+07,22.65,35.683334,21,1,-6.446405047,107.9374711,5.6,8/18/2012,8/3/2012,14.52529192,27.55,36.733334,"{""type"":""MultiPoint"",""coordinates"":[]}"
63_0000000000000000000a_0,0.248364054,IDN.9.12.11_1,34.162,Indramayu,0.027211604,0.39166428,0.311543508,4.153333,16.065508,1.83E+07,22.166666,40.666668,4,0,-6.346221002,108.3396735,5.5,8/18/2012,8/3/2012,0,30.866667,28.45,"{""type"":""MultiPoint"",""coordinates"":[]}"
63_0000000000000000000b_0,0.660427821,IDN.9.12.12_1,30.334,Jatibarang,0.427273651,0.86711361,0.729499068,6.315,16.065508,2.77E+07,24.266666,40.816666,6,1,-6.440430282,108.3127631,5.5,8/18/2012,8/3/2012,4.481026173,25.666666,33.483334,"{""type"":""MultiPoint"",""coordinates"":[]}"
63_0000000000000000000c_0,0.249570247,IDN.9.12.13_1,32.812,Juntinyuat,0.021552156,0.391092887,0.306248066,5.3966665,16.065508,4.00E+07,25.15,42.333332,5,0,-6.435702404,108.4106237,5.55,8/18/2012,8/3/2012,4.195493698,28.65,29.016666,"{""type"":""MultiPoint"",""coordinates"":[]}"
63_0000000000000000000f_0,0.489911172,IDN.9.12.16_1,30.00076923,Kedokan Bunder,0.338085453,0.697214261,0.567454669,5.8283334,16.065508,2.49E+07,20.833334,40.166668,7,1,-6.498111734,108.413541,5.5,8/18/2012,8/3/2012,4.305636883,27.1,32.75,"{""type"":""MultiPoint"",""coordinates"":[]}"
63_00000000000000000010_0,0.498322573,IDN.9.12.17_1,29.45307692,Kertasemaya,0.333181625,0.721189761,0.576191485,5.54,15.699342,2.80E+07,25.85,41.033333,11,1,-6.519212364,108.367312,5.766667,8/18/2012,8/3/2012,4.632288933,28.7,30.25,"{""type"":""MultiPoint"",""coordinates"":[]}"
63_00000000000000000011_0,0.370354176,IDN.9.12.18_1,33.586,Krangkeng,0.106465768,0.488496984,0.406359126,7.3966665,15.699342,4.65E+07,20.683332,36.433334,4,1,-6.515525463,108.4866135,5.766667,8/18/2012,8/3/2012,4.241398335,27.55,36.016666,"{""type"":""MultiPoint"",""coordinates"":[]}"
63_00000000000000000013_0,0.147043914,IDN.9.12.20_1,35.26777778,Lelea,-0.074590871,0.224663177,0.182908257,6.945,15.374117,5.12E+07,23.216667,38.85,5,1,-6.461084281,108.2255471,5.6,8/18/2012,8/3/2012,0,26.366667,34.783333,"{""type"":""MultiPoint"",""coordinates"":[]}"
63_00000000000000000014_0,0.197473776,IDN.9.12.21_1,33.14454545,Lohbener,-0.064901341,0.306968202,0.250168061,3.9716666,16.065508,2.69E+07,20.716667,41.633335,2,1,-6.399805492,108.2562558,5.55,8/18/2012,8/3/2012,4.120368481,26.916666,31.366667,"{""type"":""MultiPoint"",""coordinates"":[]}"
63_00000000000000000015_0,0.043425623,IDN.9.12.22_1,32.382,Losarang,-0.148544227,0.092473797,0.062840878,5.7533336,15.374117,5.49E+07,30,42,-5,0,-6.370965143,108.1748983,5.85,8/18/2012,8/3/2012,0,25.3,32.7,"{""type"":""MultiPoint"",""coordinates"":[]}"
63_00000000000000000017_0,0.075985776,IDN.9.12.24_1,32.62272727,Patrol,0.572825085,0.18510626,0.123318235,4.4066668,15.374117,3.28E+07,22.25,35.05,5,1,-6.319597156,108.001201,5.5,8/18/2012,8/3/2012,3.336512327,33.383335,31.566668,"{""type"":""MultiPoint"",""coordinates"":[]}"
63_00000000000000000018_0,0.485503102,IDN.9.12.25_1,31.96090909,Sindang,0.231787675,0.670690941,0.539519896,5.94,16.065508,2.15E+07,26.8,38.183334,0,1,-6.331951271,108.2974191,5.7,8/18/2012,8/3/2012,3.679787397,26.15,35.683334,"{""type"":""MultiPoint"",""coordinates"":[]}"
63_0000000000000000001a_0,0.415892123,IDN.9.12.27_1,31.555,Sukagumiwang,0.210537328,0.599310245,0.489155591,5.6516666,15.699342,2.39E+07,23.016666,38.4,16,1,-6.58186177,108.3236732,5.7,8/18/2012,8/3/2012,5.199554443,31.066668,30.483334,"{""type"":""MultiPoint"",""coordinates"":[]}"
63_0000000000000000001b_0,0.058208715,IDN.9.12.28_1,32.594,Sukra,0.583871701,0.139507182,0.09261084,3.0416667,16.8142,3.21E+07,23.8,34.183334,6,1,-6.291060522,107.948026,5.7,8/18/2012,8/3/2012,14.92818308,34.216667,31.616667,"{""type"":""MultiPoint"",""coordinates"":[]}"
63_0000000000000000001c_0,0.243828813,IDN.9.12.29_1,37.69,Terisi,-0.044695308,0.387479778,0.309948489,6.4083333,17.19535,1.07E+08,21.5,37.533333,45,1,-6.56059026,108.067279,5.516667,8/18/2012,8/3/2012,3.645213842,26.216667,36.266666,"{""type"":""MultiPoint"",""coordinates"":[]}"
63_0000000000000000001e_0,0.399443486,IDN.9.12.31_1,31.63,Widasari,0.257749423,0.599944469,0.483999971,5.83,16.065508,3.19E+07,26.133333,38.3,8,1,-6.466610802,108.2732647,5.5,8/18/2012,8/3/2012,5.106592178,26.783333,34.95,"{""type"":""MultiPoint"",""coordinates"":[]}"
64_00000000000000000000_0,0.461713335,IDN.9.12.1_1,29.45,Anjatan,0.277497297,0.675943141,0.54932294,3.8416667,18.378784,6.86E+07,24.416666,35.65,14,1,-6.376434756,107.9465204,5.5,9/2/2012,8/18/2012,6.065404892,29.95,34.366665,"{""type"":""MultiPoint"",""coordinates"":[]}"
64_00000000000000000001_0,0.161999835,IDN.9.12.2_1,35.58,Arahan,-0.033816168,0.261919023,0.206596063,5.8983335,15.653742,2.22E+07,23.4,40.5,2,1,-6.363311932,108.2467322,5.65,9/2/2012,8/18/2012,10.96470022,26.933332,32.566666,"{""type"":""MultiPoint"",""coordinates"":[]}"
64_00000000000000000003_0,0.128101769,IDN.9.12.4_1,36.315,Bangodua,-0.120427431,0.216947558,0.170214241,7.2183332,14.801316,3.88E+07,26.216667,37.116665,9,1,-6.516957405,108.2788161,5.6,9/2/2012,8/18/2012,6.37062645,28.733334,34.1,"{""type"":""MultiPoint"",""coordinates"":[]}"
64_00000000000000000004_0,0.588137348,IDN.9.12.5_1,31.60333333,Bongas,0.366618909,0.754759361,0.642208857,3.7733333,15.653742,4.15E+07,21.666666,37.016666,7,1,-6.379961067,108.0174887,5.65,9/2/2012,8/18/2012,9.843053102,30.05,32.916668,"{""type"":""MultiPoint"",""coordinates"":[]}"
64_00000000000000000006_0,0.299596997,IDN.9.12.7_1,38.95666667,Cikedung,0.112009677,0.477647307,0.373621153,6.2233334,16.846216,8.44E+07,27.633333,40.783333,29,0,-6.537103773,108.174859,5.5,9/2/2012,8/18/2012,7.718525887,26.5,32.75,"{""type"":""MultiPoint"",""coordinates"":[]}"
64_00000000000000000008_0,0.177416811,IDN.9.12.9_1,39.355,Gantar,-0.1239648,0.257196301,0.220991991,4.37,23.318209,1.10E+08,16.433332,41.066666,42,1,-6.546260825,107.9498554,5.5,9/2/2012,8/18/2012,9.623644829,23.633333,35.283333,"{""type"":""MultiPoint"",""coordinates"":[]}"
64_00000000000000000009_0,0.143656382,IDN.9.12.10_1,37.5175,Haurgeulis,-0.116745631,0.209004255,0.179347504,4.9,18.378784,4.70E+07,22.65,35.683334,21,1,-6.446405047,107.9374711,5.6,9/2/2012,8/18/2012,5.650286674,27.55,36.733334,"{""type"":""MultiPoint"",""coordinates"":[]}"
64_0000000000000000000a_0,0.183502071,IDN.9.12.11_1,36.49444444,Indramayu,-0.022586525,0.309795324,0.244321685,4.153333,15.321466,1.83E+07,22.166666,40.666668,4,0,-6.346221002,108.3396735,5.5,9/2/2012,8/18/2012,8.268977165,30.866667,28.45,"{""type"":""MultiPoint"",""coordinates"":[]}"
64_0000000000000000000b_0,0.609339906,IDN.9.12.12_1,31.63571429,Jatibarang,0.430871139,0.765600639,0.654657457,6.315,15.321466,2.77E+07,24.266666,40.816666,6,1,-6.440430282,108.3127631,5.5,9/2/2012,8/18/2012,5.839903831,25.666666,33.483334,"{""type"":""MultiPoint"",""coordinates"":[]}"
64_0000000000000000000c_0,0.129398338,IDN.9.12.13_1,37.06142857,Juntinyuat,-0.122003367,0.214210589,0.169938859,5.3966665,15.321466,4.00E+07,25.15,42.333332,5,0,-6.435702404,108.4106237,5.55,9/2/2012,8/18/2012,5.465660572,28.65,29.016666,"{""type"":""MultiPoint"",""coordinates"":[]}"
64_0000000000000000000d_0,0.132326145,IDN.9.12.14_1,34.63888889,Kandanghaur,-0.057811404,0.212658968,0.170943197,4.4066668,15.653742,5.37E+07,19.683332,40.016666,0,0,-6.356153471,108.0925528,5.75,9/2/2012,8/18/2012,10.57580614,29.8,30.183332,"{""type"":""MultiPoint"",""coordinates"":[]}"
64_0000000000000000000f_0,0.222542235,IDN.9.12.16_1,33.945,Kedokan Bunder,-0.032254841,0.344643887,0.278000978,5.8283334,15.321466,2.49E+07,20.833334,40.166668,7,1,-6.498111734,108.413541,5.5,9/2/2012,8/18/2012,5.704065323,27.1,32.75,"{""type"":""MultiPoint"",""coordinates"":[]}"
64_00000000000000000010_0,0.248210772,IDN.9.12.17_1,33.13222222,Kertasemaya,0.075345993,0.422164136,0.32841077,5.54,14.801316,2.80E+07,25.85,41.033333,11,1,-6.519212364,108.367312,5.766667,9/2/2012,8/18/2012,6.242231369,28.7,30.25,"{""type"":""MultiPoint"",""coordinates"":[]}"
64_00000000000000000012_0,0.183325902,IDN.9.12.19_1,37.14,Kroya,-0.096077999,0.262549274,0.224158901,7.355,15.653742,1.11E+08,24.25,37.483334,26,1,-6.499856595,108.0409915,5.55,9/2/2012,8/18/2012,9.423513651,26.966667,35.533333,"{""type"":""MultiPoint"",""coordinates"":[]}"
64_00000000000000000013_0,0.096748746,IDN.9.12.20_1,37.6625,Lelea,-0.092822415,0.145013974,0.120432832,6.945,15.653742,5.12E+07,23.216667,38.85,5,1,-6.461084281,108.2255471,5.6,9/2/2012,8/18/2012,11.74548554,26.366667,34.783333,"{""type"":""MultiPoint"",""coordinates"":[]}"
64_00000000000000000014_0,0.150289864,IDN.9.12.21_1,36.065,Lohbener,-0.058371213,0.229539799,0.188682919,3.9716666,15.321466,2.69E+07,20.716667,41.633335,2,1,-6.399805492,108.2562558,5.55,9/2/2012,8/18/2012,5.361274242,26.916666,31.366667,"{""type"":""MultiPoint"",""coordinates"":[]}"
64_00000000000000000015_0,0.039751764,IDN.9.12.22_1,33.815,Losarang,-0.132229155,0.080678951,0.0543956,5.7533336,15.653742,5.49E+07,30,42,-5,0,-6.370965143,108.1748983,5.85,9/2/2012,8/18/2012,11.64620256,25.3,32.7,"{""type"":""MultiPoint"",""coordinates"":[]}"
64_00000000000000000017_0,0.147965811,IDN.9.12.24_1,33.14777778,Patrol,0.529557625,0.346164115,0.230389951,4.4066668,15.653742,3.28E+07,22.25,35.05,5,1,-6.319597156,108.001201,5.5,9/2/2012,8/18/2012,10.07547402,33.383335,31.566668,"{""type"":""MultiPoint"",""coordinates"":[]}"
64_00000000000000000018_0,0.231574812,IDN.9.12.25_1,34.4075,Sindang,0.021014794,0.340514918,0.273880089,5.94,15.321466,2.15E+07,26.8,38.183334,0,1,-6.331951271,108.2974191,5.7,9/2/2012,8/18/2012,4.929626465,26.15,35.683334,"{""type"":""MultiPoint"",""coordinates"":[]}"
64_0000000000000000001a_0,0.181717597,IDN.9.12.27_1,35.505,Sukagumiwang,-0.093758794,0.289328321,0.233995515,5.6516666,14.801316,2.39E+07,23.016666,38.4,16,1,-6.58186177,108.3236732,5.7,9/2/2012,8/18/2012,6.854996204,31.066668,30.483334,"{""type"":""MultiPoint"",""coordinates"":[]}"
64_0000000000000000001b_0,0.125991638,IDN.9.12.28_1,32.525,Sukra,0.496731068,0.290184667,0.190825799,3.0416667,18.378784,3.21E+07,23.8,34.183334,6,1,-6.291060522,107.948026,5.7,9/2/2012,8/18/2012,5.166164875,34.216667,31.616667,"{""type"":""MultiPoint"",""coordinates"":[]}"
64_0000000000000000001d_0,0.108740919,IDN.9.12.30_1,35.20555556,Tukdana,-0.143397079,0.16974194,0.13863794,5.295,14.801316,5.74E+07,19.15,39.433334,13,1,-6.561284943,108.2729179,5.4,9/2/2012,8/18/2012,6.769981861,26.4,34.183334,"{""type"":""MultiPoint"",""coordinates"":[]}"
65_00000000000000000001_0,0.157899858,IDN.9.12.2_1,37.12111111,Arahan,-0.036429488,0.242209469,0.19578211,5.8983335,15.5585165,2.22E+07,23.4,40.5,2,1,-6.363311932,108.2467322,5.65,9/17/2012,9/2/2012,6.230609894,26.933332,32.566666,"{""type"":""MultiPoint"",""coordinates"":[]}"
65_00000000000000000002_0,0.103997684,IDN.9.12.3_1,37.862,Balongan,-0.132921943,0.160577438,0.130154411,4.576667,15.399058,2.20E+07,24.416666,39.233334,1,1,-6.38404523,108.3754617,5.7,9/17/2012,9/2/2012,0,26.9,33.85,"{""type"":""MultiPoint"",""coordinates"":[]}"
65_00000000000000000003_0,0.137592244,IDN.9.12.4_1,38.392,Bangodua,-0.103568468,0.215603417,0.171773496,7.2183332,14.390917,3.88E+07,26.216667,37.116665,9,1,-6.516957405,108.2788161,5.6,9/17/2012,9/2/2012,0,28.733334,34.1,"{""type"":""MultiPoint"",""coordinates"":[]}"
65_00000000000000000004_0,0.306160345,IDN.9.12.5_1,32.84,Bongas,0.048292194,0.433109932,0.373371277,3.7733333,15.5585165,4.15E+07,21.666666,37.016666,7,1,-6.379961067,108.0174887,5.65,9/17/2012,9/2/2012,0,30.05,32.916668,"{""type"":""MultiPoint"",""coordinates"":[]}"
65_00000000000000000006_0,0.238538252,IDN.9.12.7_1,40.52,Cikedung,-0.013529741,0.356309239,0.289481382,6.2233334,16.239992,8.44E+07,27.633333,40.783333,29,0,-6.537103773,108.174859,5.5,9/17/2012,9/2/2012,0,26.5,32.75,"{""type"":""MultiPoint"",""coordinates"":[]}"
65_00000000000000000007_0,0.138928333,IDN.9.12.8_1,35.984,Gabuswetan,-0.062467959,0.18783121,0.166889222,6.0833335,15.5585165,6.77E+07,25.516666,41.533333,9,1,-6.427559569,108.0681062,5.5,9/17/2012,9/2/2012,0,24.683332,33.733334,"{""type"":""MultiPoint"",""coordinates"":[]}"
65_0000000000000000000a_0,0.21046138,IDN.9.12.11_1,37.452,Indramayu,-0.009993331,0.345513978,0.275125837,4.153333,15.399058,1.83E+07,22.166666,40.666668,4,0,-6.346221002,108.3396735,5.5,9/17/2012,9/2/2012,5.399413586,30.866667,28.45,"{""type"":""MultiPoint"",""coordinates"":[]}"
65_0000000000000000000b_0,0.367152425,IDN.9.12.12_1,34.49,Jatibarang,0.175277086,0.486969031,0.408384082,6.315,15.399058,2.77E+07,24.266666,40.816666,6,1,-6.440430282,108.3127631,5.5,9/17/2012,9/2/2012,0,25.666666,33.483334,"{""type"":""MultiPoint"",""coordinates"":[]}"
65_0000000000000000000d_0,0.11606837,IDN.9.12.14_1,35.54,Kandanghaur,-0.075349946,0.182023183,0.149418285,4.4066668,15.5585165,5.37E+07,19.683332,40.016666,0,0,-6.356153471,108.0925528,5.75,9/17/2012,9/2/2012,2.458226204,29.8,30.183332,"{""type"":""MultiPoint"",""coordinates"":[]}"
65_00000000000000000010_0,0.118144458,IDN.9.12.17_1,37.064,Kertasemaya,-0.090316738,0.189762385,0.148349966,5.54,14.390917,2.80E+07,25.85,41.033333,11,1,-6.519212364,108.367312,5.766667,9/17/2012,9/2/2012,0,28.7,30.25,"{""type"":""MultiPoint"",""coordinates"":[]}"
65_00000000000000000011_0,0.174901891,IDN.9.12.18_1,37.244,Krangkeng,-0.053437019,0.266680421,0.216761103,7.3966665,14.390917,4.65E+07,20.683332,36.433334,4,1,-6.515525463,108.4866135,5.766667,9/17/2012,9/2/2012,0,27.55,36.016666,"{""type"":""MultiPoint"",""coordinates"":[]}"
65_00000000000000000012_0,0.183289369,IDN.9.12.19_1,38.41,Kroya,-0.094856454,0.25285013,0.217620809,7.355,15.5585165,1.11E+08,24.25,37.483334,26,1,-6.499856595,108.0409915,5.55,9/17/2012,9/2/2012,1.570269585,26.966667,35.533333,"{""type"":""MultiPoint"",""coordinates"":[]}"
65_00000000000000000013_0,0.096470118,IDN.9.12.20_1,39.43888889,Lelea,-0.102208316,0.132207074,0.110473541,6.945,15.5585165,5.12E+07,23.216667,38.85,5,1,-6.461084281,108.2255471,5.6,9/17/2012,9/2/2012,0,26.366667,34.783333,"{""type"":""MultiPoint"",""coordinates"":[]}"
65_00000000000000000014_0,0.149826124,IDN.9.12.21_1,37.68,Lohbener,-0.046106637,0.214312473,0.180396292,3.9716666,15.399058,2.69E+07,20.716667,41.633335,2,1,-6.399805492,108.2562558,5.55,9/17/2012,9/2/2012,6.286497831,26.916666,31.366667,"{""type"":""MultiPoint"",""coordinates"":[]}"
65_00000000000000000015_0,0.04907738,IDN.9.12.22_1,34.7525,Losarang,-0.056261184,0.086393029,0.063650991,5.7533336,15.5585165,5.49E+07,30,42,-5,0,-6.370965143,108.1748983,5.85,9/17/2012,9/2/2012,4.214733124,25.3,32.7,"{""type"":""MultiPoint"",""coordinates"":[]}"
65_00000000000000000017_0,0.317210324,IDN.9.12.24_1,32.18846154,Patrol,0.415270414,0.569010111,0.418077879,4.4066668,15.5585165,3.28E+07,22.25,35.05,5,1,-6.319597156,108.001201,5.5,9/17/2012,9/2/2012,0,33.383335,31.566668,"{""type"":""MultiPoint"",""coordinates"":[]}"
65_00000000000000000018_0,0.175563059,IDN.9.12.25_1,37.066,Sindang,-0.035981851,0.257363061,0.215870681,5.94,15.399058,2.15E+07,26.8,38.183334,0,1,-6.331951271,108.2974191,5.7,9/17/2012,9/2/2012,6.522161007,26.15,35.683334,"{""type"":""MultiPoint"",""coordinates"":[]}"
65_0000000000000000001a_0,0.205815215,IDN.9.12.27_1,36.844,Sukagumiwang,-0.060805475,0.28006666,0.237078576,5.6516666,14.390917,2.39E+07,23.016666,38.4,16,1,-6.58186177,108.3236732,5.7,9/17/2012,9/2/2012,0,31.066668,30.483334,"{""type"":""MultiPoint"",""coordinates"":[]}"
65_0000000000000000001b_0,0.374058375,IDN.9.12.28_1,32.29,Sukra,0.352124307,0.620133844,0.462455569,3.0416667,17.796808,3.21E+07,23.8,34.183334,6,1,-6.291060522,107.948026,5.7,9/17/2012,9/2/2012,0,34.216667,31.616667,"{""type"":""MultiPoint"",""coordinates"":[]}"
65_0000000000000000001c_0,0.165687817,IDN.9.12.29_1,42.086,Terisi,-0.10818777,0.275970495,0.217255012,6.4083333,16.239992,1.07E+08,21.5,37.533333,45,1,-6.56059026,108.067279,5.516667,9/17/2012,9/2/2012,2.82825923,26.216667,36.266666,"{""type"":""MultiPoint"",""coordinates"":[]}"
65_0000000000000000001d_0,0.110902433,IDN.9.12.30_1,36.726,Tukdana,-0.14070074,0.152563278,0.124639085,5.295,14.390917,5.74E+07,19.15,39.433334,13,1,-6.561284943,108.2729179,5.4,9/17/2012,9/2/2012,0,26.4,34.183334,"{""type"":""MultiPoint"",""coordinates"":[]}"
65_0000000000000000001e_0,0.102483525,IDN.9.12.31_1,38.716,Widasari,-0.107901255,0.151835429,0.123050548,5.83,15.399058,3.19E+07,26.133333,38.3,8,1,-6.466610802,108.2732647,5.5,9/17/2012,9/2/2012,0,26.783333,34.95,"{""type"":""MultiPoint"",""coordinates"":[]}"
66_00000000000000000001_0,0.164250237,IDN.9.12.2_1,40.286,Arahan,-0.023653021,0.261319122,0.208433324,5.8983335,18.097517,2.22E+07,23.4,40.5,2,1,-6.363311932,108.2467322,5.65,10/2/2012,9/17/2012,0,26.933332,32.566666,"{""type"":""MultiPoint"",""coordinates"":[]}"
66_00000000000000000002_0,0.104513285,IDN.9.12.3_1,39.16714286,Balongan,-0.091113774,0.158434274,0.130337684,4.576667,18.061634,2.20E+07,24.416666,39.233334,1,1,-6.38404523,108.3754617,5.7,10/2/2012,9/17/2012,0,26.9,33.85,"{""type"":""MultiPoint"",""coordinates"":[]}"
66_00000000000000000003_0,0.135732034,IDN.9.12.4_1,39.174,Bangodua,-0.072399935,0.204782483,0.166317441,7.2183332,16.9076,3.88E+07,26.216667,37.116665,9,1,-6.516957405,108.2788161,5.6,10/2/2012,9/17/2012,0,28.733334,34.1,"{""type"":""MultiPoint"",""coordinates"":[]}"
66_00000000000000000006_0,0.243182142,IDN.9.12.7_1,42.16666667,Cikedung,0.003493877,0.358597717,0.289504047,6.2233334,18.289516,8.44E+07,27.633333,40.783333,29,0,-6.537103773,108.174859,5.5,10/2/2012,9/17/2012,0,26.5,32.75,"{""type"":""MultiPoint"",""coordinates"":[]}"
66_00000000000000000007_0,0.131303941,IDN.9.12.8_1,37.69,Gabuswetan,-0.085601377,0.189293972,0.162749876,6.0833335,18.097517,6.77E+07,25.516666,41.533333,9,1,-6.427559569,108.0681062,5.5,10/2/2012,9/17/2012,0,24.683332,33.733334,"{""type"":""MultiPoint"",""coordinates"":[]}"
66_0000000000000000000c_0,0.096968451,IDN.9.12.13_1,39.80333333,Juntinyuat,-0.113671041,0.151933735,0.121797363,5.3966665,18.061634,4.00E+07,25.15,42.333332,5,0,-6.435702404,108.4106237,5.55,10/2/2012,9/17/2012,0,28.65,29.016666,"{""type"":""MultiPoint"",""coordinates"":[]}"
66_0000000000000000000d_0,0.09843524,IDN.9.12.14_1,37.49,Kandanghaur,-0.117379833,0.163116676,0.130665973,4.4066668,18.097517,5.37E+07,19.683332,40.016666,0,0,-6.356153471,108.0925528,5.75,10/2/2012,9/17/2012,0,29.8,30.183332,"{""type"":""MultiPoint"",""coordinates"":[]}"
66_0000000000000000000f_0,0.154535854,IDN.9.12.16_1,39.966,Kedokan Bunder,-0.06665826,0.215203556,0.180789998,5.8283334,18.061634,2.49E+07,20.833334,40.166668,7,1,-6.498111734,108.413541,5.5,10/2/2012,9/17/2012,0,27.1,32.75,"{""type"":""MultiPoint"",""coordinates"":[]}"
66_00000000000000000011_0,0.157441485,IDN.9.12.18_1,38.69,Krangkeng,-0.073646525,0.235750101,0.194586618,7.3966665,16.9076,4.65E+07,20.683332,36.433334,4,1,-6.515525463,108.4866135,5.766667,10/2/2012,9/17/2012,2.130536795,27.55,36.016666,"{""type"":""MultiPoint"",""coordinates"":[]}"
66_00000000000000000012_0,0.165952722,IDN.9.12.19_1,39.29,Kroya,-0.100999719,0.237909625,0.204903701,7.355,18.097517,1.11E+08,24.25,37.483334,26,1,-6.499856595,108.0409915,5.55,10/2/2012,9/17/2012,3.75484252,26.966667,35.533333,"{""type"":""MultiPoint"",""coordinates"":[]}"
66_00000000000000000013_0,0.102202159,IDN.9.12.20_1,41.28,Lelea,-0.108538737,0.148753534,0.123860696,6.945,18.097517,5.12E+07,23.216667,38.85,5,1,-6.461084281,108.2255471,5.6,10/2/2012,9/17/2012,0,26.366667,34.783333,"{""type"":""MultiPoint"",""coordinates"":[]}"
66_00000000000000000014_0,0.161570645,IDN.9.12.21_1,39.45,Lohbener,-0.028066833,0.225458506,0.190763691,3.9716666,18.061634,2.69E+07,20.716667,41.633335,2,1,-6.399805492,108.2562558,5.55,10/2/2012,9/17/2012,0,26.916666,31.366667,"{""type"":""MultiPoint"",""coordinates"":[]}"
66_00000000000000000015_0,0.044139168,IDN.9.12.22_1,36.286,Losarang,-0.213668794,0.085565213,0.061603011,5.7533336,18.097517,5.49E+07,30,42,-5,0,-6.370965143,108.1748983,5.85,10/2/2012,9/17/2012,0,25.3,32.7,"{""type"":""MultiPoint"",""coordinates"":[]}"
66_00000000000000000017_0,0.489929812,IDN.9.12.24_1,32.67,Patrol,0.362820722,0.715811512,0.571589946,4.4066668,18.097517,3.28E+07,22.25,35.05,5,1,-6.319597156,108.001201,5.5,10/2/2012,9/17/2012,2.521625519,33.383335,31.566668,"{""type"":""MultiPoint"",""coordinates"":[]}"
