system:index,EVI,GID_3,LST_mean,NAME_3,NDDI,NDVI,OSAVI,SOC,SoilMoisture,agri_area_m2,cec,clay,elevation_m,is_cropland,lat,lon,pH,period_end,period_start,precip_sum,sand,silt,.geo
168_0000000000000000000f_0,0.095057536,IDN.9.12.16_1,32.97,Kedokan Bunder,0.268910782,0.103985303,0.085804648,5.8283334,36.594357,2.49E+07,20.833334,40.166668,7,1,-6.498111734,108.413541,5.5,12/10/2016,11/25/2016,195.897079,27.1,32.75,"{""type"":""MultiPoint"",""coordinates"":[]}"
168_00000000000000000011_0,0.099121865,IDN.9.12.18_1,31.79,Krangkeng,0.179763142,0.062388632,0.056862377,7.3966665,32.57645,4.65E+07,20.683332,36.433334,4,1,-6.515525463,108.4866135,5.766667,12/10/2016,11/25/2016,191.7262816,27.55,36.016666,"{""type"":""MultiPoint"",""coordinates"":[]}"
168_00000000000000000012_0,0.369515192,IDN.9.12.19_1,31.56,Kroya,0.298078342,0.371594426,0.318211274,7.355,36.320343,1.11E+08,24.25,37.483334,26,1,-6.499856595,108.0409915,5.55,12/10/2016,11/25/2016,221.1584933,26.966667,35.533333,"{""type"":""MultiPoint"",""coordinates"":[]}"
168_00000000000000000013_0,0.06095999,IDN.9.12.20_1,31.2,Lelea,0.383367131,0.064818867,0.055065307,6.945,36.320343,5.12E+07,23.216667,38.85,5,1,-6.461084281,108.2255471,5.6,12/10/2016,11/25/2016,189.134706,26.366667,34.783333,"{""type"":""MultiPoint"",""coordinates"":[]}"
168_00000000000000000014_0,0.133421236,IDN.9.12.21_1,32.25,Lohbener,0.270449929,0.117303047,0.102034325,3.9716666,36.594357,2.69E+07,20.716667,41.633335,2,1,-6.399805492,108.2562558,5.55,12/10/2016,11/25/2016,117.7885056,26.916666,31.366667,"{""type"":""MultiPoint"",""coordinates"":[]}"
168_0000000000000000001b_0,0.02008781,IDN.9.12.28_1,27.29,Sukra,0.111054823,0.092467458,0.076889768,3.0416667,26.566359,3.21E+07,23.8,34.183334,6,1,-6.291060522,107.948026,5.7,12/10/2016,11/25/2016,165.7742276,34.216667,31.616667,"{""type"":""MultiPoint"",""coordinates"":[]}"
168_0000000000000000001d_0,3.086377714,IDN.9.12.30_1,31.39,Tukdana,0.155425983,-0.485211269,-0.523987219,5.295,32.57645,5.74E+07,19.15,39.433334,13,1,-6.561284943,108.2729179,5.4,12/10/2016,11/25/2016,244.5110402,26.4,34.183334,"{""type"":""MultiPoint"",""coordinates"":[]}"
168_0000000000000000001e_0,0.138749695,IDN.9.12.31_1,31.75,Widasari,0.325719057,0.161024092,0.12795049,5.83,36.594357,3.19E+07,26.133333,38.3,8,1,-6.466610802,108.2732647,5.5,12/10/2016,11/25/2016,187.9011416,26.783333,34.95,"{""type"":""MultiPoint"",""coordinates"":[]}"
169_00000000000000000001_0,0.021153742,IDN.9.12.2_1,32.61,Arahan,0.281839676,0.012900614,0.018974853,5.8983335,35.853973,2.22E+07,23.4,40.5,2,1,-6.363311932,108.2467322,5.65,12/25/2016,12/10/2016,40.74301994,26.933332,32.566666,"{""type"":""MultiPoint"",""coordinates"":[]}"
169_00000000000000000003_0,0.151840225,IDN.9.12.4_1,28.27,Bangodua,-0.274084404,0.039149801,0.098159429,7.2183332,33.04865,3.88E+07,26.216667,37.116665,9,1,-6.516957405,108.2788161,5.6,12/25/2016,12/10/2016,65.59304428,28.733334,34.1,"{""type"":""MultiPoint"",""coordinates"":[]}"
169_00000000000000000004_0,0.103929652,IDN.9.12.5_1,33.51,Bongas,0.093008311,0.147833588,0.117355788,3.7733333,35.853973,4.15E+07,21.666666,37.016666,7,1,-6.379961067,108.0174887,5.65,12/25/2016,12/10/2016,46.89157927,30.05,32.916668,"{""type"":""MultiPoint"",""coordinates"":[]}"
169_00000000000000000007_0,0.089602688,IDN.9.12.8_1,33.25,Gabuswetan,-0.071287445,0.154129841,0.116602225,6.0833335,35.853973,6.77E+07,25.516666,41.533333,9,1,-6.427559569,108.0681062,5.5,12/25/2016,12/10/2016,54.00751615,24.683332,33.733334,"{""type"":""MultiPoint"",""coordinates"":[]}"
169_00000000000000000008_0,-0.053986667,IDN.9.12.9_1,24.11,Gantar,-0.767923009,-0.214321119,-0.111981727,4.37,39.09342,1.10E+08,16.433332,41.066666,42,1,-6.546260825,107.9498554,5.5,12/25/2016,12/10/2016,64.9635489,23.633333,35.283333,"{""type"":""MultiPoint"",""coordinates"":[]}"
169_00000000000000000009_0,-0.030373343,IDN.9.12.10_1,32.27,Haurgeulis,-0.717162579,-0.163807993,-0.069211888,4.9,25.623308,4.70E+07,22.65,35.683334,21,1,-6.446405047,107.9374711,5.6,12/25/2016,12/10/2016,61.57184863,27.55,36.733334,"{""type"":""MultiPoint"",""coordinates"":[]}"
169_0000000000000000000a_0,0.005588627,IDN.9.12.11_1,34.71,Indramayu,-0.550755648,0.025158687,0.011034952,4.153333,35.86525,1.83E+07,22.166666,40.666668,4,0,-6.346221002,108.3396735,5.5,12/25/2016,12/10/2016,40.82918924,30.866667,28.45,"{""type"":""MultiPoint"",""coordinates"":[]}"
169_0000000000000000000b_0,0.053920895,IDN.9.12.12_1,32.29,Jatibarang,-0.063958004,0.08617404,0.067512066,6.315,35.86525,2.77E+07,24.266666,40.816666,6,1,-6.440430282,108.3127631,5.5,12/25/2016,12/10/2016,53.07574415,25.666666,33.483334,"{""type"":""MultiPoint"",""coordinates"":[]}"
169_0000000000000000000c_0,-0.004725486,IDN.9.12.13_1,31.31,Juntinyuat,-0.484152345,-0.018144906,-0.009801151,5.3966665,35.86525,4.00E+07,25.15,42.333332,5,0,-6.435702404,108.4106237,5.55,12/25/2016,12/10/2016,61.03902602,28.65,29.016666,"{""type"":""MultiPoint"",""coordinates"":[]}"
169_0000000000000000000d_0,0.089347751,IDN.9.12.14_1,31.79,Kandanghaur,-0.055845275,0.130212875,0.104361581,4.4066668,35.853973,5.37E+07,19.683332,40.016666,0,0,-6.356153471,108.0925528,5.75,12/25/2016,12/10/2016,46.97227871,29.8,30.183332,"{""type"":""MultiPoint"",""coordinates"":[]}"
169_0000000000000000000f_0,0.016491588,IDN.9.12.16_1,28.89,Kedokan Bunder,-0.230540206,0.057490329,0.032761487,5.8283334,35.86525,2.49E+07,20.833334,40.166668,7,1,-6.498111734,108.413541,5.5,12/25/2016,12/10/2016,71.36118197,27.1,32.75,"{""type"":""MultiPoint"",""coordinates"":[]}"
169_00000000000000000012_0,0.196316662,IDN.9.12.19_1,30.73,Kroya,-0.236945592,0.252933124,0.237568314,7.355,35.853973,1.11E+08,24.25,37.483334,26,1,-6.499856595,108.0409915,5.55,12/25/2016,12/10/2016,60.8407917,26.966667,35.533333,"{""type"":""MultiPoint"",""coordinates"":[]}"
169_00000000000000000013_0,0.022542062,IDN.9.12.20_1,28.71,Lelea,0.003355209,0.059660833,0.042096367,6.945,35.853973,5.12E+07,23.216667,38.85,5,1,-6.461084281,108.2255471,5.6,12/25/2016,12/10/2016,63.07836509,26.366667,34.783333,"{""type"":""MultiPoint"",""coordinates"":[]}"
169_00000000000000000014_0,0.06864049,IDN.9.12.21_1,34.79,Lohbener,-0.008043679,0.111906428,0.084966825,3.9716666,35.86525,2.69E+07,20.716667,41.633335,2,1,-6.399805492,108.2562558,5.55,12/25/2016,12/10/2016,39.60193217,26.916666,31.366667,"{""type"":""MultiPoint"",""coordinates"":[]}"
169_00000000000000000015_0,0.029272703,IDN.9.12.22_1,30.93,Losarang,0.134246473,0.03287923,0.027991323,5.7533336,35.853973,5.49E+07,30,42,-5,0,-6.370965143,108.1748983,5.85,12/25/2016,12/10/2016,44.15201545,25.3,32.7,"{""type"":""MultiPoint"",""coordinates"":[]}"
169_00000000000000000018_0,-0.009744808,IDN.9.12.25_1,32.13,Sindang,-0.268497075,-0.042137185,-0.021467552,5.94,35.86525,2.15E+07,26.8,38.183334,0,1,-6.331951271,108.2974191,5.7,12/25/2016,12/10/2016,35.47841799,26.15,35.683334,"{""type"":""MultiPoint"",""coordinates"":[]}"
169_0000000000000000001b_0,-0.011113203,IDN.9.12.28_1,31.01,Sukra,-0.376585596,-0.027586262,-0.018094502,3.0416667,25.623308,3.21E+07,23.8,34.183334,6,1,-6.291060522,107.948026,5.7,12/25/2016,12/10/2016,31.57110476,34.216667,31.616667,"{""type"":""MultiPoint"",""coordinates"":[]}"
169_0000000000000000001e_0,0.156936939,IDN.9.12.31_1,29.43,Widasari,-0.080176363,0.276191214,0.212023673,5.83,35.86525,3.19E+07,26.133333,38.3,8,1,-6.466610802,108.2732647,5.5,12/25/2016,12/10/2016,64.50013208,26.783333,34.95,"{""type"":""MultiPoint"",""coordinates"":[]}"
170_00000000000000000001_0,-0.002468695,IDN.9.12.2_1,29.29,Arahan,0.476013656,-0.008087892,-0.006160706,5.8983335,37.522068,2.22E+07,23.4,40.5,2,1,-6.363311932,108.2467322,5.65,1/9/2017,12/25/2016,122.9843669,26.933332,32.566666,"{""type"":""MultiPoint"",""coordinates"":[]}"
170_00000000000000000002_0,-0.006161583,IDN.9.12.3_1,32.27,Balongan,0.033471024,-0.020537816,-0.012481656,4.576667,37.340942,2.20E+07,24.416666,39.233334,1,1,-6.38404523,108.3754617,5.7,1/9/2017,12/25/2016,145.2612286,26.9,33.85,"{""type"":""MultiPoint"",""coordinates"":[]}"
170_00000000000000000003_0,-0.043059367,IDN.9.12.4_1,29.77,Bangodua,-0.79842413,-0.195253141,-0.092306038,7.2183332,32.006493,3.88E+07,26.216667,37.116665,9,1,-6.516957405,108.2788161,5.6,1/9/2017,12/25/2016,166.8253813,28.733334,34.1,"{""type"":""MultiPoint"",""coordinates"":[]}"
170_00000000000000000004_0,-0.033888444,IDN.9.12.5_1,31.57,Bongas,-0.264760822,-0.044533396,-0.03757005,3.7733333,37.522068,4.15E+07,21.666666,37.016666,7,1,-6.379961067,108.0174887,5.65,1/9/2017,12/25/2016,127.1566873,30.05,32.916668,"{""type"":""MultiPoint"",""coordinates"":[]}"
170_00000000000000000007_0,-0.048222694,IDN.9.12.8_1,28.61,Gabuswetan,-0.516858807,-0.158389438,-0.099767252,6.0833335,37.522068,6.77E+07,25.516666,41.533333,9,1,-6.427559569,108.0681062,5.5,1/9/2017,12/25/2016,140.626893,24.683332,33.733334,"{""type"":""MultiPoint"",""coordinates"":[]}"
170_00000000000000000008_0,-0.048162643,IDN.9.12.9_1,30.13,Gantar,-0.856435833,-0.264670457,-0.109937112,4.37,38.5826,1.10E+08,16.433332,41.066666,42,1,-6.546260825,107.9498554,5.5,1/9/2017,12/25/2016,128.9095681,23.633333,35.283333,"{""type"":""MultiPoint"",""coordinates"":[]}"
170_00000000000000000009_0,-0.042209464,IDN.9.12.10_1,30.01,Haurgeulis,-0.817113537,-0.218813856,-0.091794764,4.9,28.216084,4.70E+07,22.65,35.683334,21,1,-6.446405047,107.9374711,5.6,1/9/2017,12/25/2016,135.0269976,27.55,36.733334,"{""type"":""MultiPoint"",""coordinates"":[]}"
170_0000000000000000000b_0,0.001836257,IDN.9.12.12_1,30.35,Jatibarang,-0.215857592,0.002614645,0.002189684,6.315,37.340942,2.77E+07,24.266666,40.816666,6,1,-6.440430282,108.3127631,5.5,1/9/2017,12/25/2016,143.6608939,25.666666,33.483334,"{""type"":""MultiPoint"",""coordinates"":[]}"
170_0000000000000000000c_0,-0.011129293,IDN.9.12.13_1,31.35,Juntinyuat,-0.354372382,-0.032511117,-0.020754249,5.3966665,37.340942,4.00E+07,25.15,42.333332,5,0,-6.435702404,108.4106237,5.55,1/9/2017,12/25/2016,162.0980682,28.65,29.016666,"{""type"":""MultiPoint"",""coordinates"":[]}"
170_0000000000000000000d_0,0.028874643,IDN.9.12.14_1,32.35,Kandanghaur,-0.349716433,0.070303274,0.045799357,4.4066668,37.522068,5.37E+07,19.683332,40.016666,0,0,-6.356153471,108.0925528,5.75,1/9/2017,12/25/2016,132.3106823,29.8,30.183332,"{""type"":""MultiPoint"",""coordinates"":[]}"
170_0000000000000000000f_0,-0.020538536,IDN.9.12.16_1,31.81,Kedokan Bunder,-0.242644764,-0.070256148,-0.039448401,5.8283334,37.340942,2.49E+07,20.833334,40.166668,7,1,-6.498111734,108.413541,5.5,1/9/2017,12/25/2016,161.1860237,27.1,32.75,"{""type"":""MultiPoint"",""coordinates"":[]}"
170_00000000000000000010_0,-0.048876576,IDN.9.12.17_1,30.63,Kertasemaya,-0.792061091,-0.260570516,-0.112239366,5.54,32.006493,2.80E+07,25.85,41.033333,11,1,-6.519212364,108.367312,5.766667,1/9/2017,12/25/2016,173.7258754,28.7,30.25,"{""type"":""MultiPoint"",""coordinates"":[]}"
170_00000000000000000014_0,-0.022927212,IDN.9.12.21_1,28.45,Lohbener,-0.472703195,-0.093254408,-0.049337854,3.9716666,37.340942,2.69E+07,20.716667,41.633335,2,1,-6.399805492,108.2562558,5.55,1/9/2017,12/25/2016,117.8649983,26.916666,31.366667,"{""type"":""MultiPoint"",""coordinates"":[]}"
170_00000000000000000015_0,-0.003264738,IDN.9.12.22_1,28.01,Losarang,-0.077097335,-0.009623175,-0.006060346,5.7533336,37.522068,5.49E+07,30,42,-5,0,-6.370965143,108.1748983,5.85,1/9/2017,12/25/2016,120.9589267,25.3,32.7,"{""type"":""MultiPoint"",""coordinates"":[]}"
170_00000000000000000018_0,-0.04097377,IDN.9.12.25_1,29.15,Sindang,-0.564111771,-0.128743084,-0.078069093,5.94,37.340942,2.15E+07,26.8,38.183334,0,1,-6.331951271,108.2974191,5.7,1/9/2017,12/25/2016,110.9843559,26.15,35.683334,"{""type"":""MultiPoint"",""coordinates"":[]}"
170_0000000000000000001a_0,-0.008423138,IDN.9.12.27_1,31.13,Sukagumiwang,-0.353822137,-0.029901789,-0.016478838,5.6516666,32.006493,2.39E+07,23.016666,38.4,16,1,-6.58186177,108.3236732,5.7,1/9/2017,12/25/2016,198.5477004,31.066668,30.483334,"{""type"":""MultiPoint"",""coordinates"":[]}"
170_0000000000000000001b_0,-0.0060119,IDN.9.12.28_1,33.07,Sukra,-0.19915531,-0.011707439,-0.009048607,3.0416667,28.216084,3.21E+07,23.8,34.183334,6,1,-6.291060522,107.948026,5.7,1/9/2017,12/25/2016,125.4653704,34.216667,31.616667,"{""type"":""MultiPoint"",""coordinates"":[]}"
170_0000000000000000001d_0,0.02344975,IDN.9.12.30_1,28.21,Tukdana,-0.399776029,0.064956545,0.041139552,5.295,32.006493,5.74E+07,19.15,39.433334,13,1,-6.561284943,108.2729179,5.4,1/9/2017,12/25/2016,193.9639444,26.4,34.183334,"{""type"":""MultiPoint"",""coordinates"":[]}"
170_0000000000000000001e_0,-0.02634285,IDN.9.12.31_1,27.73,Widasari,-0.733945683,-0.132854181,-0.059821841,5.83,37.340942,3.19E+07,26.133333,38.3,8,1,-6.466610802,108.2732647,5.5,1/9/2017,12/25/2016,164.8985271,26.783333,34.95,"{""type"":""MultiPoint"",""coordinates"":[]}"
171_00000000000000000000_0,0.160093128,IDN.9.12.1_1,30.32,Anjatan,0.305010238,0.109985771,0.100461926,3.8416667,28.156733,6.86E+07,24.416666,35.65,14,1,-6.376434756,107.9465204,5.5,1/24/2017,1/9/2017,151.2993698,29.95,34.366665,"{""type"":""MultiPoint"",""coordinates"":[]}"
171_00000000000000000004_0,-0.029801222,IDN.9.12.5_1,29.96,Bongas,0.286726964,0.119616294,0.116282502,3.7733333,36.961674,4.15E+07,21.666666,37.016666,7,1,-6.379961067,108.0174887,5.65,1/24/2017,1/9/2017,159.4573545,30.05,32.916668,"{""type"":""MultiPoint"",""coordinates"":[]}"
171_00000000000000000006_0,3.22833377,IDN.9.12.7_1,30.23,Cikedung,0.386742936,-0.379534878,-0.411888933,6.2233334,26.192316,8.44E+07,27.633333,40.783333,29,0,-6.537103773,108.174859,5.5,1/24/2017,1/9/2017,223.390193,26.5,32.75,"{""type"":""MultiPoint"",""coordinates"":[]}"
171_00000000000000000007_0,0.264337528,IDN.9.12.8_1,30.73,Gabuswetan,0.340555279,0.117291134,0.113810102,6.0833335,36.961674,6.77E+07,25.516666,41.533333,9,1,-6.427559569,108.0681062,5.5,1/24/2017,1/9/2017,186.4936075,24.683332,33.733334,"{""type"":""MultiPoint"",""coordinates"":[]}"
171_00000000000000000009_0,0.374987066,IDN.9.12.10_1,27.44,Haurgeulis,0.306816416,0.242705988,0.227546928,4.9,28.156733,4.70E+07,22.65,35.683334,21,1,-6.446405047,107.9374711,5.6,1/24/2017,1/9/2017,162.22751,27.55,36.733334,"{""type"":""MultiPoint"",""coordinates"":[]}"
171_0000000000000000000c_0,3.290319463,IDN.9.12.13_1,27.51,Juntinyuat,0.469098488,-0.35128558,-0.381694818,5.3966665,36.756382,4.00E+07,25.15,42.333332,5,0,-6.435702404,108.4106237,5.55,1/24/2017,1/9/2017,216.423912,28.65,29.016666,"{""type"":""MultiPoint"",""coordinates"":[]}"
171_00000000000000000012_0,3.089180194,IDN.9.12.19_1,28.61,Kroya,0.359940983,-0.483862796,-0.52253457,7.355,36.961674,1.11E+08,24.25,37.483334,26,1,-6.499856595,108.0409915,5.55,1/24/2017,1/9/2017,182.0351238,26.966667,35.533333,"{""type"":""MultiPoint"",""coordinates"":[]}"
171_00000000000000000013_0,3.189831748,IDN.9.12.20_1,30.08,Lelea,0.387619912,-0.404834088,-0.438787696,6.945,36.961674,5.12E+07,23.216667,38.85,5,1,-6.461084281,108.2255471,5.6,1/24/2017,1/9/2017,228.1354995,26.366667,34.783333,"{""type"":""MultiPoint"",""coordinates"":[]}"
171_00000000000000000018_0,3.071116095,IDN.9.12.25_1,28.01,Sindang,0.389319597,-0.500975458,-0.540615061,5.94,36.756382,2.15E+07,26.8,38.183334,0,1,-6.331951271,108.2974191,5.7,1/24/2017,1/9/2017,156.9427636,26.15,35.683334,"{""type"":""MultiPoint"",""coordinates"":[]}"
171_0000000000000000001c_0,3.284623229,IDN.9.12.29_1,29.11,Terisi,0.401346547,-0.351047671,-0.381480938,6.4083333,26.192316,1.07E+08,21.5,37.533333,45,1,-6.56059026,108.067279,5.516667,1/24/2017,1/9/2017,212.1119227,26.216667,36.266666,"{""type"":""MultiPoint"",""coordinates"":[]}"
171_0000000000000000001d_0,3.142831748,IDN.9.12.30_1,30.19,Tukdana,0.311378555,-0.435658203,-0.471560289,5.295,32.416676,5.74E+07,19.15,39.433334,13,1,-6.561284943,108.2729179,5.4,1/24/2017,1/9/2017,231.636229,26.4,34.183334,"{""type"":""MultiPoint"",""coordinates"":[]}"
171_0000000000000000001e_0,3.178595045,IDN.9.12.31_1,29.29,Widasari,0.393855194,-0.412133316,-0.446548061,5.83,36.756382,3.19E+07,26.133333,38.3,8,1,-6.466610802,108.2732647,5.5,1/24/2017,1/9/2017,218.5324264,26.783333,34.95,"{""type"":""MultiPoint"",""coordinates"":[]}"
172_00000000000000000000_0,0.015108763,IDN.9.12.1_1,29.01,Anjatan,-0.348620246,0.040103337,0.0262437,3.8416667,25.6975,6.86E+07,24.416666,35.65,14,1,-6.376434756,107.9465204,5.5,2/8/2017,1/24/2017,149.9597743,29.95,34.366665,"{""type"":""MultiPoint"",""coordinates"":[]}"
172_00000000000000000001_0,3.115898833,IDN.9.12.2_1,30.29,Arahan,0.141500693,-0.457749522,-0.494962683,5.8983335,35.272724,2.22E+07,23.4,40.5,2,1,-6.363311932,108.2467322,5.65,2/8/2017,1/24/2017,124.2718997,26.933332,32.566666,"{""type"":""MultiPoint"",""coordinates"":[]}"
172_00000000000000000002_0,-0.020050925,IDN.9.12.3_1,5.61,Balongan,0.136454555,0.074031054,0.07264072,4.576667,34.67474,2.20E+07,24.416666,39.233334,1,1,-6.38404523,108.3754617,5.7,2/8/2017,1/24/2017,133.3680558,26.9,33.85,"{""type"":""MultiPoint"",""coordinates"":[]}"
172_00000000000000000004_0,3.190031866,IDN.9.12.5_1,31.13,Bongas,0.142894808,-0.402414073,-0.436252252,3.7733333,35.272724,4.15E+07,21.666666,37.016666,7,1,-6.379961067,108.0174887,5.65,2/8/2017,1/24/2017,142.1724691,30.05,32.916668,"{""type"":""MultiPoint"",""coordinates"":[]}"
172_00000000000000000012_0,3.120591718,IDN.9.12.19_1,30.53,Kroya,0.212154919,-0.453712168,-0.490689315,7.355,35.272724,1.11E+08,24.25,37.483334,26,1,-6.499856595,108.0409915,5.55,2/8/2017,1/24/2017,126.0500603,26.966667,35.533333,"{""type"":""MultiPoint"",""coordinates"":[]}"
172_00000000000000000014_0,-0.041709113,IDN.9.12.21_1,29.93,Lohbener,0.165080187,0.144428056,0.143032655,3.9716666,34.67474,2.69E+07,20.716667,41.633335,2,1,-6.399805492,108.2562558,5.55,2/8/2017,1/24/2017,115.204397,26.916666,31.366667,"{""type"":""MultiPoint"",""coordinates"":[]}"
172_00000000000000000017_0,0.120005913,IDN.9.12.24_1,29.85,Patrol,0.169422774,0.07718722,0.071546759,4.4066668,35.272724,3.28E+07,22.25,35.05,5,1,-6.319597156,108.001201,5.5,2/8/2017,1/24/2017,156.98436,33.383335,31.566668,"{""type"":""MultiPoint"",""coordinates"":[]}"
172_0000000000000000001e_0,3.118659436,IDN.9.12.31_1,21.87,Widasari,0.194322095,-0.455364412,-0.492438339,5.83,34.67474,3.19E+07,26.133333,38.3,8,1,-6.466610802,108.2732647,5.5,2/8/2017,1/24/2017,125.1091514,26.783333,34.95,"{""type"":""MultiPoint"",""coordinates"":[]}"
173_00000000000000000001_0,0.425176383,IDN.9.12.2_1,26.28,Arahan,0.027334961,-0.00616034,-0.006627354,5.8983335,34.622616,2.22E+07,23.4,40.5,2,1,-6.363311932,108.2467322,5.65,2/23/2017,2/8/2017,193.4795957,26.933332,32.566666,"{""type"":""MultiPoint"",""coordinates"":[]}"
173_00000000000000000002_0,0.496987952,IDN.9.12.3_1,24.46,Balongan,0.030176265,-0.006770225,-0.007308244,4.576667,35.05559,2.20E+07,24.416666,39.233334,1,1,-6.38404523,108.3754617,5.7,2/23/2017,2/8/2017,189.7779174,26.9,33.85,"{""type"":""MultiPoint"",""coordinates"":[]}"
173_00000000000000000006_0,0.466202601,IDN.9.12.7_1,26.72,Cikedung,0.024175885,-0.006815059,-0.007334137,6.2233334,25.263916,8.44E+07,27.633333,40.783333,29,0,-6.537103773,108.174859,5.5,2/23/2017,2/8/2017,190.827805,26.5,32.75,"{""type"":""MultiPoint"",""coordinates"":[]}"
173_00000000000000000007_0,0.880452342,IDN.9.12.8_1,26.71,Gabuswetan,0.025069602,-0.007516252,-0.008071216,6.0833335,34.622616,6.77E+07,25.516666,41.533333,9,1,-6.427559569,108.0681062,5.5,2/23/2017,2/8/2017,183.4591737,24.683332,33.733334,"{""type"":""MultiPoint"",""coordinates"":[]}"
173_00000000000000000008_0,0.26393066,IDN.9.12.9_1,27.49,Gantar,0.122617364,0.170848729,0.161810799,4.37,39.014034,1.10E+08,16.433332,41.066666,42,1,-6.546260825,107.9498554,5.5,2/23/2017,2/8/2017,171.1050634,23.633333,35.283333,"{""type"":""MultiPoint"",""coordinates"":[]}"
173_0000000000000000000b_0,0.48787366,IDN.9.12.12_1,27.53,Jatibarang,0.02827129,-0.007108854,-0.007637608,6.315,35.05559,2.77E+07,24.266666,40.816666,6,1,-6.440430282,108.3127631,5.5,2/23/2017,2/8/2017,186.1339164,25.666666,33.483334,"{""type"":""MultiPoint"",""coordinates"":[]}"
173_0000000000000000000c_0,1.361386139,IDN.9.12.13_1,26.88333333,Juntinyuat,0.031457695,-0.007262208,-0.00782316,5.3966665,35.05559,4.00E+07,25.15,42.333332,5,0,-6.435702404,108.4106237,5.55,2/23/2017,2/8/2017,178.8669667,28.65,29.016666,"{""type"":""MultiPoint"",""coordinates"":[]}"
173_0000000000000000000d_0,0.431111909,IDN.9.12.14_1,26.65666667,Kandanghaur,0.025006349,-0.006403539,-0.006893075,4.4066668,34.622616,5.37E+07,19.683332,40.016666,0,0,-6.356153471,108.0925528,5.75,2/23/2017,2/8/2017,187.5888262,29.8,30.183332,"{""type"":""MultiPoint"",""coordinates"":[]}"
173_0000000000000000000f_0,0.388781119,IDN.9.12.16_1,27.21,Kedokan Bunder,0.028889164,-0.006444996,-0.006935511,5.8283334,35.05559,2.49E+07,20.833334,40.166668,7,1,-6.498111734,108.413541,5.5,2/23/2017,2/8/2017,181.528101,27.1,32.75,"{""type"":""MultiPoint"",""coordinates"":[]}"
173_00000000000000000010_0,0.651888772,IDN.9.12.17_1,26.44333333,Kertasemaya,0.026712595,-0.006735006,-0.007241647,5.54,35.084408,2.80E+07,25.85,41.033333,11,1,-6.519212364,108.367312,5.766667,2/23/2017,2/8/2017,185.5021563,28.7,30.25,"{""type"":""MultiPoint"",""coordinates"":[]}"
173_00000000000000000012_0,1.073523661,IDN.9.12.19_1,28.87,Kroya,0.024047117,-0.007526368,-0.008085653,7.355,34.622616,1.11E+08,24.25,37.483334,26,1,-6.499856595,108.0409915,5.55,2/23/2017,2/8/2017,178.1254911,26.966667,35.533333,"{""type"":""MultiPoint"",""coordinates"":[]}"
173_00000000000000000013_0,0.597179374,IDN.9.12.20_1,26.78,Lelea,0.02491114,-0.007330214,-0.007882774,6.945,34.622616,5.12E+07,23.216667,38.85,5,1,-6.461084281,108.2255471,5.6,2/23/2017,2/8/2017,188.3289671,26.366667,34.783333,"{""type"":""MultiPoint"",""coordinates"":[]}"
173_00000000000000000014_0,0.329323308,IDN.9.12.21_1,25.31,Lohbener,0.026883236,-0.00589704,-0.006343647,3.9716666,35.05559,2.69E+07,20.716667,41.633335,2,1,-6.399805492,108.2562558,5.55,2/23/2017,2/8/2017,191.2244925,26.916666,31.366667,"{""type"":""MultiPoint"",""coordinates"":[]}"
173_00000000000000000015_0,0.315472204,IDN.9.12.22_1,23.09,Losarang,0.02550062,-0.006270841,-0.006751209,5.7533336,34.622616,5.49E+07,30,42,-5,0,-6.370965143,108.1748983,5.85,2/23/2017,2/8/2017,188.2961311,25.3,32.7,"{""type"":""MultiPoint"",""coordinates"":[]}"
173_00000000000000000018_0,0.400032457,IDN.9.12.25_1,27.43,Sindang,0.028671268,-0.006513105,-0.007015923,5.94,35.05559,2.15E+07,26.8,38.183334,0,1,-6.331951271,108.2974191,5.7,2/23/2017,2/8/2017,199.2713447,26.15,35.683334,"{""type"":""MultiPoint"",""coordinates"":[]}"
173_0000000000000000001a_0,0.643500644,IDN.9.12.27_1,28.21,Sukagumiwang,0.024825067,-0.00686959,-0.007378879,5.6516666,35.084408,2.39E+07,23.016666,38.4,16,1,-6.58186177,108.3236732,5.7,2/23/2017,2/8/2017,208.6414287,31.066668,30.483334,"{""type"":""MultiPoint"",""coordinates"":[]}"
173_0000000000000000001c_0,1.509615385,IDN.9.12.29_1,28.07,Terisi,0.02450471,-0.008924949,-0.009562273,6.4083333,25.263916,1.07E+08,21.5,37.533333,45,1,-6.56059026,108.067279,5.516667,2/23/2017,2/8/2017,186.2055471,26.216667,36.266666,"{""type"":""MultiPoint"",""coordinates"":[]}"
173_0000000000000000001d_0,0.406483791,IDN.9.12.30_1,29.01,Tukdana,0.024211217,-0.006562037,-0.007060693,5.295,35.084408,5.74E+07,19.15,39.433334,13,1,-6.561284943,108.2729179,5.4,2/23/2017,2/8/2017,197.8317437,26.4,34.183334,"{""type"":""MultiPoint"",""coordinates"":[]}"
173_0000000000000000001e_0,0.390163934,IDN.9.12.31_1,27.81,Widasari,0.026372296,-0.006406068,-0.006891428,5.83,35.05559,3.19E+07,26.133333,38.3,8,1,-6.466610802,108.2732647,5.5,2/23/2017,2/8/2017,179.9427443,26.783333,34.95,"{""type"":""MultiPoint"",""coordinates"":[]}"
